Vehicle.Trip.TripId,Vehicle.Trip.RouteId,Vehicle.Timestamp,Vehicle.Vehicle.Id,Vehicle.Position.Latitude,Vehicle.Position.Longitude,Vehicle.Position.Bearing,Vehicle.Position.Speed,Vehicle.occupancy_status
1091990,2439_259,1621382497,11954_174248961_2439_259_1,-33.777046,151.11879,217.0,8.3,1
1091195,2439_259,1621382893,11954_173547899_2439_259_1,-33.79256,151.15941,282.0,14.0,1
1091731,2439_259,1621382893,11954_173547853_2439_259_1,-33.79256,151.15941,282.0,14.0,1
1091990,2439_259,1621382906,11954_174248961_2439_259_1,-33.779602,151.13391,130.0,0.7,1
1091195,2439_259,1621382886,11954_173547899_2439_259_1,-33.79267,151.16037,276.0,15.0,1
1091731,2439_259,1621382886,11954_173547853_2439_259_1,-33.79267,151.16037,276.0,15.0,1
1091990,2439_259,1621382882,11954_174248961_2439_259_1,-33.779102,151.13326,126.0,0.0,1
1091195,2439_259,1621382910,11954_173547899_2439_259_1,-33.792515,151.1579,258.0,0.1,1
1091731,2439_259,1621382910,11954_173547853_2439_259_1,-33.792515,151.1579,258.0,0.1,1
1091990,2439_259,1621382922,11954_174248961_2439_259_1,-33.779602,151.13391,130.0,0.0,1
1091195,2439_259,1621382879,11954_173547899_2439_259_1,-33.79264,151.16148,263.0,14.8,1
1091731,2439_259,1621382879,11954_173547853_2439_259_1,-33.79264,151.16148,263.0,14.8,1
1091990,2439_259,1621382867,11954_174248961_2439_259_1,-33.778763,151.13283,131.0,11.4,1
1091195,2439_259,1621382612,11954_173547899_2439_259_1,-33.797306,151.17923,250.0,9.1,1
1091195,2439_259,1621382623,11954_173547899_2439_259_1,-33.797493,151.1786,250.0,1.2,1
1091731,2439_259,1621382623,11954_173547853_2439_259_1,-33.797493,151.1786,250.0,1.2,1
1091990,2439_259,1621382628,11954_174248961_2439_259_1,-33.77904,151.12032,128.0,9.0,1
1091195,2439_259,1621382564,11954_173547899_2439_259_1,-33.796993,151.1803,237.0,6.6,1
1091195,2439_259,1621382594,11954_173547899_2439_259_1,-33.79711,151.17998,246.0,0.0,1
1091195,2439_259,1621382564,11954_173547899_2439_259_1,-33.796993,151.1803,237.0,6.6,1
1091195,2439_259,1621382724,11954_173547899_2439_259_1,-33.79566,151.17686,278.0,12.6,1
1091731,2439_259,1621382724,11954_173547853_2439_259_1,-33.79566,151.17686,278.0,12.6,1
1091990,2439_259,1621382721,11954_174248961_2439_259_1,-33.778893,151.12526,38.0,9.6,1
1091195,2439_259,1621382691,11954_173547899_2439_259_1,-33.796673,151.17793,350.0,0.0,1
1091731,2439_259,1621382691,11954_173547853_2439_259_1,-33.796673,151.17793,350.0,0.0,1
1091990,2439_259,1621382685,11954_174248961_2439_259_1,-33.779938,151.12425,37.0,9.7,1
1091195,2439_259,1621382707,11954_173547899_2439_259_1,-33.796288,151.1779,2.0,3.6,1
1091731,2439_259,1621382707,11954_173547853_2439_259_1,-33.796288,151.1779,2.0,3.6,1
1091990,2439_259,1621382714,11954_174248961_2439_259_1,-33.779324,151.12483,43.0,6.7,1
1091195,2439_259,1621382732,11954_173547899_2439_259_1,-33.795612,151.17569,271.0,13.6,1
1091731,2439_259,1621382732,11954_173547853_2439_259_1,-33.795612,151.17569,271.0,13.6,1
1091990,2439_259,1621382738,11954_174248961_2439_259_1,-33.778522,151.12556,41.0,0.0,1
1091195,2439_259,1621382530,11954_173547899_2439_259_1,-33.796417,151.18044,165.0,0.0,1
1091990,2439_259,1621382547,11954_174248961_2439_259_1,-33.777424,151.11844,220.0,0.0,1
1091195,2439_259,1621382530,11954_173547899_2439_259_1,-33.796417,151.18044,165.0,0.0,1
1091990,2439_259,1621382532,11954_174248961_2439_259_1,-33.777424,151.11844,220.0,0.0,1
1091195,2439_259,1621382530,11954_173547899_2439_259_1,-33.796417,151.18044,165.0,0.0,1
1091990,2439_259,1621382532,11954_174248961_2439_259_1,-33.777424,151.11844,220.0,0.0,1
1091990,2439_259,1621382517,11954_174248961_2439_259_1,-33.777424,151.11844,220.0,0.0,1
1091195,2439_259,1621382775,11954_173547899_2439_259_1,-33.796803,151.16946,247.0,12.2,1
1091731,2439_259,1621382775,11954_173547853_2439_259_1,-33.796803,151.16946,247.0,12.2,1
1091990,2439_259,1621382775,11954_174248961_2439_259_1,-33.77597,151.12823,41.0,9.4,1
1091195,2439_259,1621382790,11954_173547899_2439_259_1,-33.79688,151.16908,264.0,0.0,1
1091731,2439_259,1621382790,11954_173547853_2439_259_1,-33.79688,151.16908,264.0,0.0,1
1091990,2439_259,1621382790,11954_174248961_2439_259_1,-33.77587,151.12881,126.0,0.0,1
1091195,2439_259,1621382766,11954_173547899_2439_259_1,-33.79632,151.17073,246.0,13.6,1
1091731,2439_259,1621382766,11954_173547853_2439_259_1,-33.79632,151.17073,246.0,13.6,1
1091990,2439_259,1621382756,11954_174248961_2439_259_1,-33.777603,151.12656,41.0,13.1,1
1091195,2439_259,1621382807,11954_173547899_2439_259_1,-33.796864,151.16885,268.0,0.1,1
1091731,2439_259,1621382807,11954_173547853_2439_259_1,-33.796864,151.16885,268.0,0.1,1
1091990,2439_259,1621382805,11954_174248961_2439_259_1,-33.77587,151.12881,126.0,0.0,1
1091195,2439_259,1621382753,11954_173547899_2439_259_1,-33.796246,151.17259,274.0,14.5,1
1091731,2439_259,1621382753,11954_173547853_2439_259_1,-33.796246,151.17259,274.0,14.5,1
1091990,2439_259,1621382756,11954_174248961_2439_259_1,-33.777603,151.12656,41.0,13.1,1
1091195,2439_259,1621383080,11954_173547899_2439_259_1,-33.7954,151.14256,288.0,10.0,1
1091731,2439_259,1621383080,11954_173547853_2439_259_1,-33.7954,151.14256,288.0,10.0,1
1091990,2439_259,1621383076,11954_174248961_2439_259_1,-33.783176,151.13062,227.0,9.2,1
1091195,2439_259,1621383093,11954_173547899_2439_259_1,-33.79508,151.14113,283.0,3.6,1
1091731,2439_259,1621383093,11954_173547853_2439_259_1,-33.79508,151.14113,283.0,3.6,1
1091990,2439_259,1621383092,11954_174248961_2439_259_1,-33.784065,151.12968,219.0,11.4,1
1091195,2439_259,1621383049,11954_173547899_2439_259_1,-33.795647,151.14363,282.0,14.4,1
1091731,2439_259,1621383049,11954_173547853_2439_259_1,-33.795647,151.14363,282.0,14.4,1
1091990,2439_259,1621383058,11954_174248961_2439_259_1,-33.781937,151.132,221.0,9.0,1
1091195,2439_259,1621383093,11954_173547899_2439_259_1,-33.79508,151.14113,283.0,3.6,1
1091731,2439_259,1621383093,11954_173547853_2439_259_1,-33.79508,151.14113,283.0,3.6,1
1091990,2439_259,1621383106,11954_174248961_2439_259_1,-33.785393,151.12837,221.0,13.7,1
1091195,2439_259,1621382836,11954_173547899_2439_259_1,-33.795216,151.16689,342.0,13.4,1
1091731,2439_259,1621382836,11954_173547853_2439_259_1,-33.795216,151.16689,342.0,13.4,1
1091990,2439_259,1621382831,11954_174248961_2439_259_1,-33.776318,151.12941,128.0,9.2,1
1091195,2439_259,1621382849,11954_173547899_2439_259_1,-33.793896,151.1658,309.0,14.0,1
1091731,2439_259,1621382849,11954_173547853_2439_259_1,-33.793896,151.1658,309.0,14.0,1
1091990,2439_259,1621382855,11954_174248961_2439_259_1,-33.778076,151.13187,130.0,12.7,1
1091195,2439_259,1621382849,11954_173547899_2439_259_1,-33.793896,151.1658,309.0,14.0,1
1091731,2439_259,1621382849,11954_173547853_2439_259_1,-33.793896,151.1658,309.0,14.0,1
1091990,2439_259,1621382845,11954_174248961_2439_259_1,-33.777325,151.13083,131.0,12.7,1
1091195,2439_259,1621382819,11954_173547899_2439_259_1,-33.796825,151.1678,299.0,10.5,1
1091731,2439_259,1621382819,11954_173547853_2439_259_1,-33.796825,151.1678,299.0,10.5,1
1091990,2439_259,1621382822,11954_174248961_2439_259_1,-33.77594,151.1289,139.0,3.1,1
1091195,2439_259,1621383043,11954_173547899_2439_259_1,-33.795876,151.14465,289.0,17.6,1
1091731,2439_259,1621383043,11954_173547853_2439_259_1,-33.795876,151.14465,289.0,17.6,1
1091990,2439_259,1621383043,11954_174248961_2439_259_1,-33.781616,151.13237,221.0,0.0,1
1091195,2439_259,1621383015,11954_173547899_2439_259_1,-33.795666,151.1493,256.0,17.1,1
1091731,2439_259,1621383015,11954_173547853_2439_259_1,-33.795666,151.1493,256.0,17.1,1
1091990,2439_259,1621383013,11954_174248961_2439_259_1,-33.779804,151.13408,174.0,5.9,1
1091195,2439_259,1621383001,11954_173547899_2439_259_1,-33.79495,151.1512,204.0,13.9,1
1091731,2439_259,1621383001,11954_173547853_2439_259_1,-33.79495,151.1512,204.0,13.9,1
1091990,2439_259,1621382998,11954_174248961_2439_259_1,-33.779602,151.13391,130.0,0.0,1
1091195,2439_259,1621383031,11954_173547899_2439_259_1,-33.796352,151.14667,286.0,14.5,1
1091731,2439_259,1621383031,11954_173547853_2439_259_1,-33.796352,151.14667,286.0,14.5,1
1091990,2439_259,1621383028,11954_174248961_2439_259_1,-33.780888,151.13316,221.0,11.2,1
1091195,2439_259,1621382925,11954_173547899_2439_259_1,-33.792484,151.15785,258.0,0.0,1
1091731,2439_259,1621382925,11954_173547853_2439_259_1,-33.792484,151.15785,258.0,0.0,1
1091990,2439_259,1621382922,11954_174248961_2439_259_1,-33.779602,151.13391,130.0,0.0,1
1091195,2439_259,1621382947,11954_173547899_2439_259_1,-33.792686,151.1568,255.0,10.2,1
1091731,2439_259,1621382947,11954_173547853_2439_259_1,-33.792686,151.1568,255.0,10.2,1
1091990,2439_259,1621382937,11954_174248961_2439_259_1,-33.779602,151.13391,130.0,0.0,1
1091195,2439_259,1621382973,11954_173547899_2439_259_1,-33.792248,151.15396,271.0,13.7,1
1091731,2439_259,1621382973,11954_173547853_2439_259_1,-33.792248,151.15396,271.0,13.7,1
1091990,2439_259,1621382967,11954_174248961_2439_259_1,-33.779602,151.13391,130.0,0.0,1
1091195,2439_259,1621382958,11954_173547899_2439_259_1,-33.79251,151.15572,330.0,12.3,1
1091731,2439_259,1621382958,11954_173547853_2439_259_1,-33.79251,151.15572,330.0,12.3,1
1091990,2439_259,1621382952,11954_174248961_2439_259_1,-33.779602,151.13391,130.0,0.0,1
1091195,2439_259,1621382988,11954_173547899_2439_259_1,-33.7933,151.1521,210.0,15.5,1
1091731,2439_259,1621382988,11954_173547853_2439_259_1,-33.7933,151.1521,210.0,15.5,1
1091990,2439_259,1621382982,11954_174248961_2439_259_1,-33.779602,151.13391,130.0,0.0,1
1091195,2439_259,1621382660,11954_173547899_2439_259_1,-33.796684,151.17795,350.0,2.1,1
1091731,2439_259,1621382660,11954_173547853_2439_259_1,-33.796684,151.17795,350.0,2.1,1
1091990,2439_259,1621382670,11954_174248961_2439_259_1,-33.78098,151.12321,57.0,5.5,1
1091195,2439_259,1621382645,11954_173547899_2439_259_1,-33.797447,151.17815,338.0,7.0,1
1091731,2439_259,1621382645,11954_173547853_2439_259_1,-33.797447,151.17815,338.0,7.0,1
1091990,2439_259,1621382655,11954_174248961_2439_259_1,-33.780567,151.12239,132.0,9.5,1
1091195,2439_259,1621382681,11954_173547899_2439_259_1,-33.796673,151.17793,350.0,0.0,1
1091731,2439_259,1621382681,11954_173547853_2439_259_1,-33.796673,151.17793,350.0,0.0,1
1091990,2439_259,1621382683,11954_174248961_2439_259_1,-33.78012,151.12415,39.0,9.7,1
1091195,2439_259,1621382638,11954_173547899_2439_259_1,-33.79757,151.17851,251.0,4.6,1
1091731,2439_259,1621382638,11954_173547853_2439_259_1,-33.79757,151.17851,251.0,4.6,1
1091990,2439_259,1621382639,11954_174248961_2439_259_1,-33.779793,151.1213,139.0,9.0,1
1091195,2439_259,1621383379,11954_173547899_2439_259_1,-33.7886,151.12672,312.0,0.0,1
1091731,2439_259,1621383379,11954_173547853_2439_259_1,-33.7886,151.12672,312.0,0.0,1
1091990,2439_259,1621383382,11954_174248961_2439_259_1,-33.795418,151.15096,58.0,12.5,1
1091195,2439_259,1621383364,11954_173547899_2439_259_1,-33.789,151.12727,313.0,13.2,1
1091731,2439_259,1621383364,11954_173547853_2439_259_1,-33.789,151.12727,313.0,13.2,1
1091990,2439_259,1621383349,11954_174248961_2439_259_1,-33.79613,151.14621,106.0,15.1,1
1091195,2439_259,1621383364,11954_173547899_2439_259_1,-33.789,151.12727,313.0,13.2,1
1091731,2439_259,1621383364,11954_173547853_2439_259_1,-33.789,151.12727,313.0,13.2,1
1091990,2439_259,1621383365,11954_174248961_2439_259_1,-33.796013,151.14844,66.0,15.1,1
1091195,2439_259,1621383394,11954_173547899_2439_259_1,-33.78851,151.1266,315.0,6.4,1
1091731,2439_259,1621383394,11954_173547853_2439_259_1,-33.78851,151.1266,315.0,6.4,1
1091990,2439_259,1621383391,11954_174248961_2439_259_1,-33.794514,151.15167,34.0,14.3,1
1091195,2439_259,1621383440,11954_173547899_2439_259_1,-33.78603,151.12723,43.0,9.7,1
1091731,2439_259,1621383440,11954_173547853_2439_259_1,-33.78603,151.12723,43.0,9.7,1
1091990,2439_259,1621383436,11954_174248961_2439_259_1,-33.792408,151.15585,151.0,2.5,1
1091195,2439_259,1621383421,11954_173547899_2439_259_1,-33.787525,151.1256,8.0,8.7,1
1091731,2439_259,1621383421,11954_173547853_2439_259_1,-33.787525,151.1256,8.0,8.7,1
1091990,2439_259,1621383421,11954_174248961_2439_259_1,-33.79223,151.15457,78.0,12.4,1
1091195,2439_259,1621383406,11954_173547899_2439_259_1,-33.78807,151.12604,319.0,0.0,1
1091731,2439_259,1621383406,11954_173547853_2439_259_1,-33.78807,151.12604,319.0,0.0,1
1091990,2439_259,1621383406,11954_174248961_2439_259_1,-33.792866,151.15276,54.0,13.5,1
1091195,2439_259,1621383455,11954_173547899_2439_259_1,-33.78518,151.12819,41.0,4.6,1
1091731,2439_259,1621383455,11954_173547853_2439_259_1,-33.78518,151.12819,41.0,4.6,1
1091990,2439_259,1621383451,11954_174248961_2439_259_1,-33.79242,151.15587,151.0,0.0,1
1091195,2439_259,1621383692,11954_173547899_2439_259_1,-33.776047,151.12805,222.0,11.6,1
1091731,2439_259,1621383692,11954_173547853_2439_259_1,-33.776047,151.12805,222.0,11.6,1
1091990,2439_259,1621383691,11954_174248961_2439_259_1,-33.795906,151.17468,68.0,11.5,1
1091195,2439_259,1621383636,11954_173547899_2439_259_1,-33.777645,151.13112,311.0,14.8,1
1091731,2439_259,1621383636,11954_173547853_2439_259_1,-33.777645,151.13112,311.0,14.8,1
1091990,2439_259,1621383655,11954_174248961_2439_259_1,-33.796223,151.17108,66.0,0.0,1
1091195,2439_259,1621383692,11954_173547899_2439_259_1,-33.776047,151.12805,222.0,11.6,1
1091731,2439_259,1621383692,11954_173547853_2439_259_1,-33.776047,151.12805,222.0,11.6,1
1091990,2439_259,1621383701,11954_174248961_2439_259_1,-33.795677,151.17581,93.0,9.2,1
1091195,2439_259,1621383636,11954_173547899_2439_259_1,-33.777645,151.13112,311.0,14.8,1
1091731,2439_259,1621383636,11954_173547853_2439_259_1,-33.777645,151.13112,311.0,14.8,1
1091990,2439_259,1621383674,11954_174248961_2439_259_1,-33.796192,151.17242,93.0,12.9,1
1091195,2439_259,1621383636,11954_173547899_2439_259_1,-33.777645,151.13112,311.0,14.8,1
1091731,2439_259,1621383636,11954_173547853_2439_259_1,-33.777645,151.13112,311.0,14.8,1
1091990,2439_259,1621383639,11954_174248961_2439_259_1,-33.79649,151.17049,66.0,11.5,1
1091195,2439_259,1621383154,11954_173547899_2439_259_1,-33.79403,151.13638,284.0,17.1,1
1091731,2439_259,1621383154,11954_173547853_2439_259_1,-33.79403,151.13638,284.0,17.1,1
1091990,2439_259,1621383160,11954_174248961_2439_259_1,-33.788326,151.1269,137.0,11.6,1
1091195,2439_259,1621383148,11954_173547899_2439_259_1,-33.794292,151.13742,284.0,16.7,1
1091731,2439_259,1621383148,11954_173547853_2439_259_1,-33.794292,151.13742,284.0,16.7,1
1091990,2439_259,1621383134,11954_174248961_2439_259_1,-33.786182,151.12752,222.0,10.3,1
1091195,2439_259,1621383109,11954_173547899_2439_259_1,-33.79507,151.14108,283.0,0.0,1
1091731,2439_259,1621383109,11954_173547853_2439_259_1,-33.79507,151.14108,283.0,0.0,1
1091990,2439_259,1621383121,11954_174248961_2439_259_1,-33.785786,151.128,220.0,0.0,1
1091195,2439_259,1621383125,11954_173547899_2439_259_1,-33.795033,151.14088,283.0,7.1,1
1091731,2439_259,1621383125,11954_173547853_2439_259_1,-33.795033,151.14088,283.0,7.1,1
1091990,2439_259,1621383134,11954_174248961_2439_259_1,-33.786182,151.12752,222.0,10.3,1
1091195,2439_259,1621383539,11954_173547899_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091731,2439_259,1621383539,11954_173547853_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091990,2439_259,1621383542,11954_174248961_2439_259_1,-33.79376,151.16582,125.0,14.7,1
1091195,2439_259,1621383577,11954_173547899_2439_259_1,-33.782387,151.13112,41.0,6.8,1
1091731,2439_259,1621383577,11954_173547853_2439_259_1,-33.782387,151.13112,41.0,6.8,1
1091990,2439_259,1621383576,11954_174248961_2439_259_1,-33.796085,151.16747,159.0,0.0,1
1091195,2439_259,1621383554,11954_173547899_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091731,2439_259,1621383554,11954_173547853_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091990,2439_259,1621383548,11954_174248961_2439_259_1,-33.79426,151.1665,142.0,13.7,1
1091195,2439_259,1621383569,11954_173547899_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091731,2439_259,1621383569,11954_173547853_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091990,2439_259,1621383560,11954_174248961_2439_259_1,-33.795692,151.16734,165.0,12.3,1
1091195,2439_259,1621383169,11954_173547899_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091731,2439_259,1621383169,11954_173547853_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091990,2439_259,1621383169,11954_174248961_2439_259_1,-33.789066,151.12775,136.0,13.3,1
1091195,2439_259,1621383200,11954_173547899_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091731,2439_259,1621383200,11954_173547853_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091990,2439_259,1621383207,11954_174248961_2439_259_1,-33.79188,151.13142,132.0,12.6,1
1091195,2439_259,1621383215,11954_173547899_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091731,2439_259,1621383215,11954_173547853_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091990,2439_259,1621383207,11954_174248961_2439_259_1,-33.79188,151.13142,132.0,12.6,1
1091195,2439_259,1621383185,11954_173547899_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091731,2439_259,1621383185,11954_173547853_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091990,2439_259,1621383190,11954_174248961_2439_259_1,-33.79072,151.12982,132.0,11.6,1
1091195,2439_259,1621383230,11954_173547899_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091731,2439_259,1621383230,11954_173547853_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091990,2439_259,1621383223,11954_174248961_2439_259_1,-33.793186,151.13315,131.0,11.4,1
1091195,2439_259,1621383275,11954_173547899_2439_259_1,-33.79333,151.1329,313.0,13.8,1
1091731,2439_259,1621383275,11954_173547853_2439_259_1,-33.79333,151.1329,313.0,13.8,1
1091990,2439_259,1621383265,11954_174248961_2439_259_1,-33.793953,151.13425,130.0,7.8,1
1091195,2439_259,1621383245,11954_173547899_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091731,2439_259,1621383245,11954_173547853_2439_259_1,-33.79401,151.1351,258.0,0.0,1
1091990,2439_259,1621383239,11954_174248961_2439_259_1,-33.79371,151.1339,129.0,0.8,1
1091195,2439_259,1621383260,11954_173547899_2439_259_1,-33.79431,151.1344,252.0,7.2,1
1091731,2439_259,1621383260,11954_173547853_2439_259_1,-33.79431,151.1344,252.0,7.2,1
1091990,2439_259,1621383265,11954_174248961_2439_259_1,-33.793953,151.13425,130.0,7.8,1
1091195,2439_259,1621383592,11954_173547899_2439_259_1,-33.78108,151.13249,41.0,15.1,1
1091731,2439_259,1621383592,11954_173547853_2439_259_1,-33.78108,151.13249,41.0,15.1,1
1091990,2439_259,1621383599,11954_174248961_2439_259_1,-33.79689,151.16875,87.0,11.2,1
1091195,2439_259,1621383636,11954_173547899_2439_259_1,-33.777645,151.13112,311.0,14.8,1
1091731,2439_259,1621383636,11954_173547853_2439_259_1,-33.777645,151.13112,311.0,14.8,1
1091990,2439_259,1621383639,11954_174248961_2439_259_1,-33.79649,151.17049,66.0,11.5,1
1091195,2439_259,1621383603,11954_173547899_2439_259_1,-33.779907,151.13371,41.0,9.9,1
1091731,2439_259,1621383603,11954_173547853_2439_259_1,-33.779907,151.13371,41.0,9.9,1
1091990,2439_259,1621383599,11954_174248961_2439_259_1,-33.79689,151.16875,87.0,11.2,1
1091195,2439_259,1621383620,11954_173547899_2439_259_1,-33.779037,151.13303,312.0,12.6,1
1091731,2439_259,1621383620,11954_173547853_2439_259_1,-33.779037,151.13303,312.0,12.6,1
1091990,2439_259,1621383614,11954_174248961_2439_259_1,-33.79686,151.16933,84.0,0.0,1
1091195,2439_259,1621383306,11954_173547899_2439_259_1,-33.791855,151.131,313.0,0.0,1
1091731,2439_259,1621383306,11954_173547853_2439_259_1,-33.791855,151.131,313.0,0.0,1
1091990,2439_259,1621383318,11954_174248961_2439_259_1,-33.794975,151.14133,104.0,15.7,1
1091195,2439_259,1621383306,11954_173547899_2439_259_1,-33.791855,151.131,313.0,0.0,1
1091731,2439_259,1621383306,11954_173547853_2439_259_1,-33.791855,151.131,313.0,0.0,1
1091990,2439_259,1621383295,11954_174248961_2439_259_1,-33.79413,151.13733,105.0,13.1,1
1091195,2439_259,1621383345,11954_173547899_2439_259_1,-33.79044,151.12918,314.0,13.1,1
1091731,2439_259,1621383345,11954_173547853_2439_259_1,-33.79044,151.12918,314.0,13.1,1
1091990,2439_259,1621383349,11954_174248961_2439_259_1,-33.79613,151.14621,106.0,15.1,1
1091195,2439_259,1621383333,11954_173547899_2439_259_1,-33.791313,151.1303,313.0,10.8,1
1091731,2439_259,1621383333,11954_173547853_2439_259_1,-33.791313,151.1303,313.0,10.8,1
1091990,2439_259,1621383325,11954_174248961_2439_259_1,-33.795223,151.14249,105.0,15.7,1
1091195,2439_259,1621383291,11954_173547899_2439_259_1,-33.79207,151.13129,312.0,10.8,1
1091731,2439_259,1621383291,11954_173547853_2439_259_1,-33.79207,151.13129,312.0,10.8,1
1091990,2439_259,1621383275,11954_174248961_2439_259_1,-33.794,151.13503,67.0,6.7,1
1091195,2439_259,1621383723,11954_173547899_2439_259_1,-33.778065,151.126,217.0,0.0,1
1091731,2439_259,1621383723,11954_173547853_2439_259_1,-33.778065,151.126,217.0,0.0,1
1091990,2439_259,1621383716,11954_174248961_2439_259_1,-33.79567,151.17624,93.0,1.4,1
1091195,2439_259,1621383753,11954_173547899_2439_259_1,-33.77979,151.12424,220.0,12.7,1
1091731,2439_259,1621383753,11954_173547853_2439_259_1,-33.77979,151.12424,220.0,12.7,1
1091990,2439_259,1621383746,11954_174248961_2439_259_1,-33.79598,151.17795,111.0,0.0,1
1091195,2439_259,1621383735,11954_173547899_2439_259_1,-33.778267,151.1258,221.0,6.0,1
1091731,2439_259,1621383735,11954_173547853_2439_259_1,-33.778267,151.1258,221.0,6.0,1
1091990,2439_259,1621383731,11954_174248961_2439_259_1,-33.79574,151.1772,109.0,7.6,1
1091195,2439_259,1621383757,11954_173547899_2439_259_1,-33.780136,151.12389,220.0,12.9,1
1091731,2439_259,1621383757,11954_173547853_2439_259_1,-33.780136,151.12389,220.0,12.9,1
1091990,2439_259,1621383761,11954_174248961_2439_259_1,-33.79598,151.17795,111.0,0.0,1
1091195,2439_259,1621383524,11954_173547899_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091731,2439_259,1621383524,11954_173547853_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091990,2439_259,1621383524,11954_174248961_2439_259_1,-33.79253,151.16354,100.0,14.3,1
1091195,2439_259,1621383501,11954_173547899_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091731,2439_259,1621383501,11954_173547853_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091990,2439_259,1621383504,11954_174248961_2439_259_1,-33.79263,151.16031,98.0,14.0,1
1091195,2439_259,1621383470,11954_173547899_2439_259_1,-33.784866,151.12852,43.0,8.3,1
1091731,2439_259,1621383470,11954_173547853_2439_259_1,-33.784866,151.12852,43.0,8.3,1
1091990,2439_259,1621383474,11954_174248961_2439_259_1,-33.792763,151.15637,92.0,9.5,1
1091195,2439_259,1621383470,11954_173547899_2439_259_1,-33.784866,151.12852,43.0,8.3,1
1091731,2439_259,1621383470,11954_173547853_2439_259_1,-33.784866,151.12852,43.0,8.3,1
1091990,2439_259,1621383474,11954_174248961_2439_259_1,-33.792763,151.15637,92.0,9.5,1
1091195,2439_259,1621383509,11954_173547899_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091731,2439_259,1621383509,11954_173547853_2439_259_1,-33.782524,151.13098,41.0,0.0,1
1091990,2439_259,1621383512,11954_174248961_2439_259_1,-33.792645,151.16154,83.0,14.5,1
1091195,2439_259,1621383813,11954_173547899_2439_259_1,-33.77882,151.11975,311.0,14.7,1
1091731,2439_259,1621383813,11954_173547853_2439_259_1,-33.77882,151.11975,311.0,14.7,1
1091990,2439_259,1621383822,11954_174248961_2439_259_1,-33.79598,151.17795,111.0,0.0,1
1091195,2439_259,1621383792,11954_173547899_2439_259_1,-33.780228,151.12167,319.0,7.0,1
1091731,2439_259,1621383792,11954_173547853_2439_259_1,-33.780228,151.12167,319.0,7.0,1
1091990,2439_259,1621383791,11954_174248961_2439_259_1,-33.79598,151.17795,111.0,0.0,1
1091195,2439_259,1621383808,11954_173547899_2439_259_1,-33.77932,151.12042,311.0,13.9,1
1091731,2439_259,1621383808,11954_173547853_2439_259_1,-33.77932,151.12042,311.0,13.9,1
1091990,2439_259,1621383807,11954_174248961_2439_259_1,-33.79598,151.17795,111.0,0.0,1
1091195,2439_259,1621383777,11954_173547899_2439_259_1,-33.781044,151.12271,316.0,7.5,1
1091731,2439_259,1621383777,11954_173547853_2439_259_1,-33.781044,151.12271,316.0,7.5,1
1091990,2439_259,1621383776,11954_174248961_2439_259_1,-33.79598,151.17795,111.0,0.0,1
1091196,2439_259,1621384327,11954_174248960_2439_259_1,-33.796917,151.18045,177.0,0.0,1
1091731,2439_259,1621384319,11954_173547853_2439_259_1,-33.77814,151.11905,132.0,13.3,1
1091196,2439_259,1621384348,11954_174248960_2439_259_1,-33.79716,151.18031,240.0,7.1,1
1091731,2439_259,1621384354,11954_173547853_2439_259_1,-33.78,151.12163,135.0,6.9,1
1091196,2439_259,1621384327,11954_174248960_2439_259_1,-33.796917,151.18045,177.0,0.0,1
1091731,2439_259,1621384335,11954_173547853_2439_259_1,-33.779114,151.12038,130.0,10.5,1
1091196,2439_259,1621384348,11954_174248960_2439_259_1,-33.79716,151.18031,240.0,7.1,1
1091731,2439_259,1621384354,11954_173547853_2439_259_1,-33.78,151.12163,135.0,6.9,1
1091196,2439_259,1621384296,11954_174248960_2439_259_1,-33.7962,151.18048,185.0,8.0,1
1091731,2439_259,1621384303,11954_173547853_2439_259_1,-33.77731,151.1185,220.0,1.3,1
1091731,2439_259,1621384045,11954_173547853_2439_259_1,-33.775764,151.12033,220.0,0.0,1
1091731,2439_259,1621384045,11954_173547853_2439_259_1,-33.775764,151.12033,220.0,0.0,1
1091731,2439_259,1621383982,11954_173547853_2439_259_1,-33.775146,151.12062,103.0,4.7,1
